TREE_ID,OBJECTID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
7,1,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,27,27,Poor,Park,Waterloo Neighborhood Park,3116131.025979999918491,10072645.326999999582767
63,2,1201 RED RIVER ST,Ulmus americana,American Elm,22,8,Fair,Park,Waterloo Neighborhood Park,3116227.978209999855608,10072923.968499999493361
82,3,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,34,30,Poor,Park,Waterloo Neighborhood Park,3116226.426700000185519,10072723.590700000524521
93,4,1201 RED RIVER ST,Carya illinoinensis,Pecan,30,8,Poor,Park,Waterloo Neighborhood Park,3116310.15586999990046,10072891.540500000119209
94,5,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,20,8,Fair,Park,Waterloo Neighborhood Park,3116359.912000000011176,10072813.427400000393391
102,6,1201 RED RIVER ST,Ulmus americana,American Elm,24,8,Fair,Park,Waterloo Neighborhood Park,3116397.559890000149608,10072702.2195999994874
117,7,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,27,30,Fair,Park,Waterloo Neighborhood Park,3116262.009310000110418,10072662.873299999162555
119,8,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,27,8,Poor,Park,Waterloo Neighborhood Park,3116260.34396000020206,10072713.816700000315905
125,9,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,19,18,Poor,Park,Waterloo Neighborhood Park,3116157.652559999842197,10072634.354000000283122
127,10,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,33,35,Poor,Park,Waterloo Neighborhood Park,3116172.420909999869764,10072615.416999999433756
144,11,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,36,32,Fair,Park,Waterloo Neighborhood Park,3116249.233419999945909,10072603.482599999755621
148,12,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,29,35,Good,Park,Waterloo Neighborhood Park,3116273.89905000012368,10072559.30519999936223
175,13,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,31,35,Fair,Park,Waterloo Neighborhood Park,3116373.453309999778867,10072542.274800000712276
185,14,900 GUADALUPE ST,Carya illinoinensis,Pecan,24,43,Fair,Park,Wooldridge Square,3113486.092949999962002,10072320.515399999916553
188,16,900 GUADALUPE ST,Carya illinoinensis,Pecan,25,42,Fair,Park,Wooldridge Square,3113471.851830000057817,10072402.873500000685453
189,17,900 GUADALUPE ST,Carya illinoinensis,Pecan,33,37,Fair,Park,Wooldridge Square,3113519.85566999996081,10072374.389299999922514
194,18,900 GUADALUPE ST,Carya illinoinensis,Pecan,30,42,Fair,Park,Wooldridge Square,3113373.575459999963641,10072457.961899999529123
195,19,900 GUADALUPE ST,Carya illinoinensis,Pecan,21,45,Fair,Park,Wooldridge Square,3113335.820280000101775,10072466.227299999445677
199,20,900 GUADALUPE ST,Quercus stellata,Post Oak,25,8,Fair,Park,Wooldridge Square,3113379.138439999893308,10072235.756999999284744
200,21,900 GUADALUPE ST,Quercus stellata,Post Oak,28,38,Fair,Park,Wooldridge Square,3113336.331759999971837,10072330.098300000652671
201,22,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,19,36,Poor,Park,Wooldridge Square,3113315.799980000127107,10072376.261600000783801
202,23,900 GUADALUPE ST,Quercus stellata,Post Oak,36,8,Fair,Park,Wooldridge Square,3113294.562820000108331,10072408.875399999320507
204,24,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,20,36,Fair,Park,Wooldridge Square,3113225.930079999845475,10072238.776300000026822
205,25,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,26,45,Fair,Park,Wooldridge Square,3113266.464120000135154,10072237.185100000351667
206,26,900 GUADALUPE ST,Carya illinoinensis,Pecan,20,35,Fair,Park,Wooldridge Square,3113317.767820000182837,10072230.885600000619888
211,27,900 GUADALUPE ST,Carya illinoinensis,Pecan,23,45,Poor,Park,Wooldridge Square,3113437.397179999854416,10072176.432299999520183
212,28,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,28,48,Fair,Park,Wooldridge Square,3113433.371270000003278,10072226.865599999204278
213,29,900 GUADALUPE ST,Carya illinoinensis,Pecan,26,36,Fair,Park,Wooldridge Square,3113479.809489999897778,10072223.936799999326468
252,30,1401 TRINITY ST,Carya illinoinensis,Pecan,21,55,Poor,Park,Waterloo Neighborhood Park,3116601.966640000231564,10073543.314099999144673
254,31,1401 TRINITY ST,Carya illinoinensis,Pecan,24,60,Good,Park,Waterloo Neighborhood Park,3116599.450240000151098,10073507.420499999076128
257,32,1401 TRINITY ST,Carya illinoinensis,Pecan,25,50,Good,Park,Waterloo Neighborhood Park,3116605.703180000185966,10073476.374900000169873
261,33,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,23,35,Fair,Park,Waterloo Neighborhood Park,3116685.049149999860674,10073490.364399999380112
277,35,1401 TRINITY ST,Carya illinoinensis,Pecan,19,50,Good,Park,Waterloo Neighborhood Park,3116593.94762000022456,10073326.508099999278784
283,36,1401 TRINITY ST,Ulmus americana,American Elm,21,40,Fair,Park,Waterloo Neighborhood Park,3116627.784169999882579,10073267.864199999719858
318,37,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,20,28,Poor,Park,Waterloo Neighborhood Park,3116660.19815000006929,10072932.39670000039041
320,38,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,19,25,Good,Park,Waterloo Neighborhood Park,3116652.020669999998063,10072868.83809999935329
323,39,1401 TRINITY ST,Carya illinoinensis,Pecan,20,20,Poor,Park,Waterloo Neighborhood Park,3116627.272359999828041,10072800.051500000059605
324,40,1401 TRINITY ST,Carya illinoinensis,Pecan,21,47,Good,Park,Waterloo Neighborhood Park,3116635.01282999990508,10072789.903500000014901
327,41,1401 TRINITY ST,Carya illinoinensis,Pecan,21,45,Fair,Park,Waterloo Neighborhood Park,3116676.784729999955744,10072703.27250000089407
328,42,1401 TRINITY ST,Carya illinoinensis,Pecan,22,47,Poor,Park,Waterloo Neighborhood Park,3116663.874650000128895,10072714.878399999812245
330,43,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,23,35,Fair,Park,Waterloo Neighborhood Park,3116683.502230000216514,10072776.262099999934435
331,44,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,20,35,Good,Park,Waterloo Neighborhood Park,3116693.684630000032485,10072745.912100000306964
338,45,1401 TRINITY ST,Ulmus crassifolia,Cedar Elm,22,40,Good,Park,Waterloo Neighborhood Park,3116642.156190000008792,10072682.010700000450015
341,46,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,45,Fair,Park,Waterloo Neighborhood Park,3116596.419069999828935,10072660.789599999785423
343,47,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,37,38,Fair,Park,Waterloo Neighborhood Park,3116607.950550000183284,10072601.961600000038743
366,48,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,22,8,Fair,Park,Waterloo Neighborhood Park,3116519.614109999965876,10072668.407999999821186
396,49,1401 TRINITY ST,Carya illinoinensis,Pecan,27,8,Good,Park,Waterloo Neighborhood Park,3116550.540229999925941,10072825.737800000235438
409,50,1401 TRINITY ST,Ulmus americana,American Elm,33,8,Poor,Park,Waterloo Neighborhood Park,3116428.034899999853224,10072714.984400000423193
410,51,1201 RED RIVER ST,Carya illinoinensis,Pecan,23,8,Good,Park,Waterloo Neighborhood Park,3116421.257679999805987,10072727.676000000908971
412,52,1201 RED RIVER ST,Carya illinoinensis,Pecan,23,8,Fair,Park,Waterloo Neighborhood Park,3116378.389979999978095,10072813.316199999302626
414,53,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,21,35,Good,Park,Waterloo Neighborhood Park,3116382.900150000117719,10072892.619500000029802
416,54,1201 RED RIVER ST,Carya illinoinensis,Pecan,19,8,Fair,Park,Waterloo Neighborhood Park,3116375.977909999899566,10072962.801100000739098
420,55,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,19,30,Good,Park,Waterloo Neighborhood Park,3116428.44927000021562,10073068.575899999588728
442,56,1201 RED RIVER ST,Ulmus americana,American Elm,20,40,Good,Park,Waterloo Neighborhood Park,3116474.233949999790639,10073141.520600000396371
447,57,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,35,Fair,Park,Waterloo Neighborhood Park,3116520.115420000161976,10073107.732599999755621
460,58,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,39,47,Poor,Park,Waterloo Neighborhood Park,3116275.37082999991253,10072960.241800000891089
461,59,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,44,50,Good,Park,Waterloo Neighborhood Park,3116287.783540000207722,10072999.10950000025332
565,60,2000 N IH 35 SB,Carya illinoinensis,Pecan,32,37,Fair,Park,Sir Swante Palm Neighborhood Park,3116083.168130000121891,10069048.483500000089407
575,61,2000 N IH 35 SB,Ulmus americana,American Elm,28,42,Good,Park,Sir Swante Palm Neighborhood Park,3115976.303849999792874,10068964.018500000238419
595,62,600 E 2 ST,Carya illinoinensis,Pecan,25,35,Good,Park,Sir Swante Palm Neighborhood Park,3115830.08924000011757,10068905.968000000342727
604,63,600 E 2 ST,Ulmus americana,American Elm,23,35,Good,Park,Sir Swante Palm Neighborhood Park,3115765.364310000091791,10068875.19480000063777
607,64,2000 N IH 35 SB,Carya illinoinensis,Pecan,24,32,Good,Park,Sir Swante Palm Neighborhood Park,3115786.977119999937713,10068811.79109999909997
610,65,2000 N IH 35 SB,Carya illinoinensis,Pecan,19,32,Fair,Park,Sir Swante Palm Neighborhood Park,3115822.418329999782145,10068813.450500000268221
623,66,109 SABINE ST,Quercus durandii,Durand Oak,54,37,Good,Park,Sir Swante Palm Neighborhood Park,3116151.089259999804199,10068996.239800000563264
624,67,109 SABINE ST,Ulmus crassifolia,Cedar Elm,19,36,Fair,Park,Sir Swante Palm Neighborhood Park,3116150.5072400001809,10068988.509199999272823
628,68,109 SABINE ST,Ulmus crassifolia,Cedar Elm,19,32,Fair,Park,Sir Swante Palm Neighborhood Park,3116175.942879999987781,10069024.172900000587106
632,69,2000 N IH 35 SB,Quercus durandii,Durand Oak,50,37,Fair,Park,Sir Swante Palm Neighborhood Park,3116174.217490000184625,10068750.454299999400973
633,70,109 SABINE ST,Quercus durandii,Durand Oak,28,37,Poor,Park,Sir Swante Palm Neighborhood Park,3116124.707750000059605,10068791.284199999645352
634,71,2000 N IH 35 SB,Quercus durandii,Durand Oak,36,39,Good,Park,Sir Swante Palm Neighborhood Park,3116086.984399999957532,10068794.383600000292063
635,72,2000 N IH 35 SB,Quercus durandii,Durand Oak,27,36,Fair,Park,Sir Swante Palm Neighborhood Park,3116029.562270000111312,10068823.277599999681115
636,73,2000 N IH 35 SB,Carya illinoinensis,Pecan,19,42,Good,Park,Sir Swante Palm Neighborhood Park,3116029.72959000011906,10068794.45549999922514
637,74,600 E 2 ST,Carya illinoinensis,Pecan,49,38,Poor,Park,Sir Swante Palm Neighborhood Park,3115990.443580000195652,10068825.280500000342727
639,75,2000 N IH 35 SB,Carya illinoinensis,Pecan,28,35,Good,Park,Sir Swante Palm Neighborhood Park,3116318.204409999772906,10068680.995100000873208
642,76,109 SABINE ST,Carya illinoinensis,Pecan,38,45,Good,Park,Sir Swante Palm Neighborhood Park,3116360.806689999997616,10068832.813699999824166
643,77,109 SABINE ST,Carya illinoinensis,Pecan,34,35,Poor,Park,Sir Swante Palm Neighborhood Park,3116346.017339999787509,10068873.933700000867248
644,78,109 SABINE ST,Quercus virginiana,Southern Live Oak,20,29,Good,Park,Sir Swante Palm Neighborhood Park,3116389.275460000149906,10068949.171000000089407
645,79,109 SABINE ST,Carya illinoinensis,Pecan,25,25,Poor,Park,Sir Swante Palm Neighborhood Park,3116319.949159999843687,10069001.582000000402331
646,80,109 SABINE ST,Carya illinoinensis,Pecan,26,34,Poor,Park,Sir Swante Palm Neighborhood Park,3116308.97542000003159,10069004.79759999923408
870,81,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3113349.829440000001341,10071379.715099999681115
871,82,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3113376.078730000182986,10071366.983500000089407
872,83,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,25,Fair,ROW,,3113409.637060000095516,10071355.471699999645352
873,84,300 W 7TH ST,Quercus virginiana,Southern Live Oak,10,25,Fair,ROW,,3113441.079909999854863,10071346.847699999809265
874,85,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,25,Fair,ROW,,3113465.926649999804795,10071338.679099999368191
878,88,400 E 7TH ST,Celtis laevigata,Sugarberry,16,25,Poor,ROW,,3115563.209859999828041,10070718.868899999186397
879,89,400 E 7TH ST,Celtis laevigata,Sugarberry,7,8,Poor,ROW,,3115580.007069999817759,10070713.653100000694394
880,90,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,16,Fair,ROW,,3113453.790849999990314,10071405.637900000438094
881,91,300 W 7TH ST,Quercus virginiana,Southern Live Oak,10,23,Fair,ROW,,3113473.876759999897331,10071403.815099999308586
882,92,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,25,Fair,ROW,,3113491.944639999885112,10071399.011900000274181
883,93,300 W 7TH ST,Quercus virginiana,Southern Live Oak,8,17,Fair,ROW,,3113508.252020000014454,10071392.025100000202656
884,94,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,19,Fair,ROW,,3113530.15715999994427,10071386.55629999935627
885,95,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,17,Fair,ROW,,3113548.313289999961853,10071383.218699999153614
886,96,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,25,Fair,ROW,,3113567.911679999902844,10071379.16190000064671
887,97,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,27,Fair,ROW,,3113584.356529999990016,10071375.800699999555945
888,98,100 E 7TH ST,Quercus shumardii,Shumard Oak,23,27,Fair,ROW,,3114477.573580000083894,10071099.369500000029802
889,99,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,20,Fair,ROW,,3114982.81304999999702,10070958.997400000691414
890,100,200 E 7TH ST,Quercus virginiana,Southern Live Oak,5,15,Fair,ROW,,3115026.102659999858588,10070944.655200000852346
891,101,200 E 7TH ST,Quercus virginiana,Southern Live Oak,9,22,Good,ROW,,3115060.158369999844581,10070928.977800000458956
892,102,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,20,Good,ROW,,3115087.654380000196397,10070919.363299999386072
893,103,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,22,Good,ROW,,3115115.903990000020713,10070914.21929999999702
894,104,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,7,23,Fair,ROW,,3115918.302980000153184,10070674.525200000032783
895,105,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,6,18,Fair,ROW,,3116005.58199999993667,10070646.997999999672174
896,106,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,6,16,Fair,ROW,,3116026.295539999846369,10070640.322200000286102
897,107,700 RED RIVER ST,Stump,Stump,8,5,Stump,ROW,,3116254.643840000033379,10070584.526000000536442
898,108,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116273.542419999837875,10070580.071699999272823
899,109,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116290.076179999858141,10070575.353800000622869
900,110,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116303.115199999883771,10070570.781999999657273
942,111,600 W 5TH ST,Ulmus parvifolia,Chinese Elm,4,8,Good,ROW,,3112123.774149999953806,10070998.091499999165535
1055,112,512 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113930.268569999840111,10075853.948599999770522
1056,113,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114084.93656999990344,10075808.980799999088049
1057,114,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114113.61761000007391,10075799.948699999600649
1058,115,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114133.5818099998869,10075793.769600000232458
1059,116,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114158.921649999916553,10075786.14130000025034
1060,117,400 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114304.153969999868423,10075739.658399999141693
1061,118,400 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114330.743819999974221,10075732.620699999853969
1070,119,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115607.56573999999091,10075346.2331000007689
1071,120,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115576.060219999868423,10075353.553600000217557
1072,121,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115553.74892000015825,10075360.090299999341369
1073,122,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115524.307049999944866,10075369.944299999624491
1074,123,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115502.245079999789596,10075376.87470000050962
1075,124,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115486.075170000083745,10075379.9222999997437
1076,125,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115456.773060000035912,10075386.78940000012517
1077,126,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115433.530979999806732,10075395.040400000289083
1078,127,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115416.364680000115186,10075401.086600000038743
1079,128,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115391.411969999782741,10075406.296299999579787
1080,129,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115354.490780000109226,10075422.082299999892712
1081,130,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115335.915029999800026,10075425.700400000438094
1082,131,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115310.654910000041127,10075433.475999999791384
1083,132,1800 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115279.444670000113547,10075445.53830000013113
1106,133,500 W 6TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112625.547100000083447,10071286.144700000062585
1107,134,500 W 6TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112583.01175000006333,10071298.885199999436736
1147,135,1000 SAN JACINTO BLVD,Quercus shumardii,Shumard Oak,21,35,Poor,ROW,,3115508.178470000158995,10072054.641200000420213
1154,136,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115076.060899999924004,10070590.15819999948144
1155,137,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,6,21,Fair,ROW,,3115069.369640000164509,10070570.903999999165535
1156,138,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,11,25,Fair,ROW,,3115124.152009999845177,10070559.247500000521541
1157,139,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3115129.586050000041723,10070576.042500000447035
1158,140,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115048.780770000070333,10070492.688999999314547
1159,141,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115041.924149999860674,10070466.633600000292063
1160,142,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,9,21,Fair,ROW,,3115099.520169999916106,10070484.460999999195337
1183,143,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114679.214250000193715,10070351.493699999526143
1184,144,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,4,15,Fair,ROW,,3114686.400590000208467,10070373.347300000488758
1185,145,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114724.086209999863058,10070500.591199999675155
1186,146,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114729.866049999836832,10070522.809299999848008
1187,147,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114737.729220000095665,10070542.214800000190735
1188,148,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,9,Fair,ROW,,3114742.085190000012517,10070563.04450000077486
1189,149,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114659.565990000031888,10070471.34320000000298
1190,150,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114666.05777999991551,10070494.203400000929832
1191,151,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114672.619119999930263,10070513.729900000616908
1192,152,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114679.249350000172853,10070536.382400000467896
1193,153,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114684.716210000216961,10070556.638299999758601
1194,154,600 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,65,Fair,ROW,,3114725.301429999992251,10070686.412000000476837
1195,155,600 BRAZOS ST,Ulmus crassifolia,Cedar Elm,6,65,Fair,ROW,,3114732.001869999803603,10070713.473899999633431
1196,156,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,8,Fair,ROW,,3114773.950610000174493,10070669.664300000295043
1197,157,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,65,Fair,ROW,,3114780.385309999808669,10070691.061599999666214
1198,158,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114786.226830000057817,10070712.739000000059605
1199,159,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114794.125109999906272,10070735.148800000548363
1200,160,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114799.74911000020802,10070758.008600000292063
1201,161,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114819.000390000175685,10070819.598699999973178
1202,162,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114824.485940000042319,10070840.672199999913573
1203,163,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114831.776610000059009,10070862.318099999800324
1204,164,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114836.966229999903589,10070882.592700000852346
1205,165,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114844.256899999920279,10070903.735400000587106
1206,166,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,21,37,Good,Private,,3115639.998089999891818,10066280.028400000184774
1207,167,44 EAST AVE,Quercus virginiana,Southern Live Oak,29,37,Good,Private,,3115652.260530000086874,10066298.650800000876188
1208,168,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,30,40,Poor,Private,,3115652.683100000023842,10066325.968299999833107
1215,169,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,13,18,Good,ROW,,3115670.167650000192225,10068859.855599999427795
1216,170,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Good,ROW,,3115672.91042000008747,10068875.625900000333786
1217,171,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115685.937959999777377,10068903.738099999725819
1218,172,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115689.366429999936372,10068918.823000000789762
1219,173,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115693.480260000098497,10068938.707200000062585
1220,174,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Good,ROW,,3115697.594430000055581,10068958.591600000858307
1221,175,300 RED RIVER ST,Quercus virginiana,Southern Live Oak,12,18,Good,ROW,,3115783.302920000161976,10069228.744999999180436
1222,176,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116133.679190000053495,10070249.019500000402331
1223,177,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116137.793349999934435,10070265.47550000064075
1224,178,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3116102.47287999978289,10070122.114900000393391
1225,179,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116102.467639999929816,10070159.758199999108911
1226,180,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3116104.639219999779016,10070168.987199999392033
1227,181,700 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,35,38,Fair,ROW,,3116284.526329999789596,10070724.1875
1229,182,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116298.23987999977544,10070981.998700000345707
1230,183,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116311.953110000118613,10071027.252800000831485
1231,184,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116328.409109999891371,10071076.621200000867248
1232,185,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116344.865120000205934,10071120.503599999472499
1233,186,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116355.835890000220388,10071168.500600000843406
1234,187,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116361.321119999978691,10071201.412599999457598
1236,188,900 RED RIVER ST,Cercis canadensis,Eastern Redbud,7,15,Fair,ROW,,3116434.002080000005662,10071460.595200000330806
1237,189,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,9,8,Fair,ROW,,3116449.086689999792725,10071471.565899999812245
1238,190,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,15,18,Fair,ROW,,3116462.800249999854714,10071533.276100000366569
1239,191,900 RED RIVER ST,Ligustrum lucidum,Glossy Privet,13,18,Fair,ROW,,3116469.656859999988228,10071533.276100000366569
1240,192,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116448.773699999786913,10071305.893699999898672
1241,193,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116455.298289999831468,10071328.593499999493361
1242,194,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116462.517769999802113,10071352.237099999561906
1243,195,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116469.254960000049323,10071374.667199999094009
