TREE_ID,OBJECTID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
21400,2531,30 EAST AVE,Quercus virginiana,Southern Live Oak,30,40,Poor,Park,Waller Beach at Town Lake Metro Park,3114550.030780000146478,10068092.308900000527501
21401,2532,30 EAST AVE,Taxodium distichum,Bald Cypress,31,50,Good,Park,Waller Beach at Town Lake Metro Park,3114582.262339999899268,10067941.931900000199676
21402,2533,30 EAST AVE,Taxodium distichum,Bald Cypress,45,52,Good,Park,Waller Beach at Town Lake Metro Park,3114563.029110000003129,10067959.10080000013113
21403,2534,30 EAST AVE,Quercus fusiformis,Escarpment Live Oak,36,40,Good,Park,Waller Beach at Town Lake Metro Park,3114692.769340000115335,10068109.101500000804663
21406,2535,30 EAST AVE,Quercus fusiformis,Escarpment Live Oak,21,30,Good,Park,Waller Beach at Town Lake Metro Park,3114485.658199999947101,10068167.876299999654293
21407,2536,30 EAST AVE,Ulmus americana,American Elm,36,38,Fair,Park,Waller Beach at Town Lake Metro Park,3114490.877350000198931,10068197.222100000828505
21408,2537,30 EAST AVE,Quercus fusiformis,Escarpment Live Oak,26,40,Fair,Park,Waller Beach at Town Lake Metro Park,3114398.89557999977842,10068209.858500000089407
21410,2538,30 EAST AVE,Ulmus crassifolia,Cedar Elm,19,30,Good,Park,Waller Beach at Town Lake Metro Park,3114392.46515000006184,10068354.998700000345707
21412,2539,30 EAST AVE,Quercus virginiana,Southern Live Oak,24,38,Good,Park,Waller Beach at Town Lake Metro Park,3114320.529269999824464,10068293.822300000116229
21414,2540,30 EAST AVE,Taxodium distichum,Bald Cypress,27,52,Good,Park,Waller Beach at Town Lake Metro Park,3114239.364080000203103,10068305.017500000074506
21415,2541,38 RAINEY ST,Vitex agnus-castus,Chaste Tree,12,16,Fair,ROW,,3115499.243780000135303,10066903.555400000885129
21466,2542,1000 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,16,27,Good,ROW,,3116605.164460000116378,10071804.67879999987781
21468,2543,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,15,28,Good,ROW,,3116866.196419999934733,10071884.682600000873208
21469,2544,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,4,14,Poor,ROW,,3116878.317129999864846,10071880.638299999758601
21470,2545,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,15,28,Good,ROW,,3116774.942999999970198,10071914.4679000005126
21471,2546,1001 RED RIVER ST,Quercus virginiana,Southern Live Oak,25,37,Fair,Park,Waller Creek Greenbelt,3116785.16147999977693,10071829.659099999815226
21474,2547,701 E 11 ST,Quercus fusiformis,Escarpment Live Oak,28,32,Fair,Private,,3116815.94848999986425,10071735.899100000038743
21477,2548,1001 RED RIVER ST,Quercus virginiana,Southern Live Oak,24,27,Good,Park,Waller Creek Greenbelt,3116687.203670000191778,10071845.052400000393391
21480,2549,1001 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,33,38,Good,Park,Waller Creek Greenbelt,3116677.407759999856353,10071737.29869999922812
21482,2551,1001 RED RIVER ST,Carya illinoinensis,Pecan,30,28,Fair,Park,Waller Creek Greenbelt,3116676.008479999843985,10071671.526799999177456
21483,2552,1000 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,8,25,Fair,ROW,,3115130.916430000215769,10072053.856799999251962
21484,2553,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,8,25,Fair,ROW,,3115135.907889999914914,10072072.465700000524521
21485,2554,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,4,8,Fair,ROW,,3115144.045669999904931,10072095.307099999859929
21654,2555,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,8,25,Dead,ROW,,3111671.934499999973923,10076022.848200000822544
21655,2556,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,5,20,Fair,ROW,,3111674.702539999969304,10076028.037100000306964
21656,2557,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,5,20,Fair,ROW,,3111675.249460000079125,10076030.31110000051558
21657,2558,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,6,25,Fair,ROW,,3111675.178590000141412,10076032.712999999523163
21658,2559,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,5,23,Fair,ROW,,3111671.954189999960363,10076034.418400000780821
21659,2560,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,7,27,Good,ROW,,3111666.299999999813735,10076033.254599999636412
21660,2561,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,10,23,Fair,ROW,,3111666.451900000218302,10076038.547900000587106
21661,2562,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,16,35,Fair,ROW,,3111661.573299999814481,10076040.21000000089407
21662,2563,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,9,20,Fair,ROW,,3111661.734720000065863,10076048.427799999713898
21663,2564,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,7,22,Poor,ROW,,3111658.773109999950975,10076050.424200000241399
21664,2565,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,10,25,Dead,ROW,,3111656.609069999773055,10076062.486899999901652
21665,2566,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,9,22,Fair,ROW,,3111649.613679999951273,10076071.641400000080466
21666,2567,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,11,22,Fair,ROW,,3111649.873190000187606,10076075.172499999403954
21667,2568,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,5,22,Good,ROW,,3111648.315779999829829,10076078.118699999526143
21668,2569,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,4,17,Fair,ROW,,3111641.199330000206828,10076079.537399999797344
21669,2570,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,4,17,Fair,ROW,,3111642.759029999841005,10076084.847699999809265
21670,2571,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,7,23,Fair,ROW,,3111635.622890000231564,10076090.175100000575185
21671,2572,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,8,30,Good,ROW,,3111635.481490000151098,10076091.948400000110269
21672,2573,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,4,12,Dead,ROW,,3111630.792520000133663,10076104.837500000372529
21673,2574,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,9,30,Good,ROW,,3111628.145880000200123,10076112.485500000417233
21674,2575,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,5,17,Poor,ROW,,3111620.867999999783933,10076118.365000000223517
21675,2576,1400 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,10,25,Dead,ROW,,3111621.184270000085235,10076123.293800000101328
20780,2577,600 COLORADO ST,Quercus virginiana,Southern Live Oak,13,18,Fair,ROW,,3113922.963140000123531,10071124.738199999555945
20781,2578,600 COLORADO ST,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3113928.256099999882281,10071144.695499999448657
20782,2579,600 COLORADO ST,Quercus virginiana,Southern Live Oak,17,18,Fair,ROW,,3113935.587129999883473,10071168.521600000560284
20789,2580,2 BRAZOS ST,Quercus shumardii,Shumard Oak,8,20,Good,ROW,,3114110.71800999995321,10068623.748800000175834
20790,2581,2 BRAZOS ST,Quercus shumardii,Shumard Oak,11,27,Good,ROW,,3114116.998180000111461,10068643.925599999725819
20791,2582,2 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,25,Fair,ROW,,3114120.907620000187308,10068695.864099999889731
20792,2583,2 BRAZOS ST,Ulmus crassifolia,Cedar Elm,7,25,Fair,ROW,,3114127.361020000185817,10068718.050400000065565
20793,2584,2 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,25,Fair,ROW,,3114134.950900000054389,10068737.784700000658631
20794,2585,2 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,25,Fair,ROW,,3114145.577190000098199,10068778.770800000056624
20795,2586,2 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,25,Fair,ROW,,3114150.130989999976009,10068797.745799999684095
20843,2587,300 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114809.484000000171363,10069735.76039999909699
20844,2588,300 SAN JACINTO BLVD,Quercus shumardii,Shumard Oak,19,27,Poor,ROW,,3114859.606929999776185,10069677.633799999952316
20845,2589,300 SAN JACINTO BLVD,Pyrus calleryana,Ornamental Pear,3,15,Fair,ROW,,3114870.911700000055134,10069719.506100000813603
20846,2590,300 SAN JACINTO BLVD,Pyrus calleryana,Ornamental Pear,10,18,Fair,ROW,,3114876.30472999997437,10069740.631100000813603
20847,2591,300 SAN JACINTO BLVD,Pyrus calleryana,Ornamental Pear,8,15,Fair,ROW,,3114814.825530000030994,10069758.847200000658631
20848,2592,300 SAN JACINTO BLVD,Pyrus calleryana,Ornamental Pear,17,25,Poor,ROW,,3114821.656549999956042,10069786.93019999936223
20854,2593,604 E 3 ST,Carya illinoinensis,Pecan,35,42,Cannot Be Determined,Private,,3115950.92069000005722,10069258.959100000560284
20855,2594,606 E 3 ST,Ulmus americana,American Elm,26,42,Cannot Be Determined,Private,,3116002.93371000001207,10069264.160599999129772
20856,2595,606 E 3 ST,Carya illinoinensis,Pecan,40,45,Cannot Be Determined,Private,,3116004.419929999858141,10069238.154100000858307
20857,2596,610 E 3 ST,Carya illinoinensis,Pecan,30,40,Cannot Be Determined,Private,,3116068.32170999981463,10069166.078400000929832
20859,2598,700 CUMMINGS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,17,Fair,ROW,,3115563.669830000028014,10066249.623999999836087
20860,2599,700 CUMMINGS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,17,Fair,ROW,,3115555.310589999891818,10066251.852900000289083
20861,2600,700 CUMMINGS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,17,Fair,ROW,,3115518.529829999897629,10066262.441500000655651
20862,2601,200 W 13TH ST,Ulmus crassifolia,Cedar Elm,11,18,Fair,ROW,,3114407.394909999798983,10073467.785399999469519
20863,2602,98 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,18,30,Good,ROW,,3116200.426099999807775,10068131.062400000169873
20864,2603,98 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,18,30,Good,ROW,,3116204.410339999943972,10068154.169999999925494
20865,2604,98 N IH 35 SVRD SB,Ulmus crassifolia,Cedar Elm,12,25,Good,ROW,,3116219.549749999772757,10068205.962600000202656
20866,2605,700 E CESAR CHAVEZ ST,Celtis laevigata,Sugarberry,15,16,Poor,ROW,,3116018.941560000181198,10068355.411399999633431
20870,2606,707 E CESAR CHAVEZ ST,Carya illinoinensis,Pecan,20,38,Fair,Private,,3116039.470389999914914,10068219.508500000461936
20871,2607,700 E CESAR CHAVEZ ST,Washingtonia filifera,California Fan Palm,23,35,Fair,ROW,,3116198.035689999815077,10068378.073799999430776
20872,2608,700 E CESAR CHAVEZ ST,Quercus fusiformis,Escarpment Live Oak,15,25,Good,ROW,,3116229.111409999895841,10068368.512099999934435
20873,2609,100 N IH 35 SVRD SB,Quercus fusiformis,Escarpment Live Oak,13,25,Good,ROW,,3116272.232390000019222,10068389.660700000822544
20881,2610,68 EAST AVE,Carya illinoinensis,Pecan,29,50,Fair,Private,,3115911.18390000006184,10067220.307399999350309
20882,2611,72 N INTERSTATE HY 35,Ulmus americana,American Elm,24,40,Fair,Private,,3115935.088049999903888,10067290.426699999719858
20883,2612,62 EAST AVE,Ulmus americana,American Elm,32,35,Fair,Private,,3115851.812950000166893,10067151.763599999248981
20884,2613,50 N IH 35 SVRD SB,Quercus fusiformis,Escarpment Live Oak,37,25,Fair,ROW,,3115986.084009999874979,10066869.71059999987483
20885,2614,50 N IH 35 SVRD SB,Quercus fusiformis,Escarpment Live Oak,31,35,Fair,ROW,,3115941.462710000108927,10066845.806199999526143
20886,2615,700 RIVER ST,Celtis laevigata,Sugarberry,28,32,Fair,ROW,,3115853.813279999885708,10067013.136499999091029
20887,2616,700 RIVER ST,Celtis laevigata,Sugarberry,38,32,Fair,ROW,,3115834.689960000105202,10067016.323899999260902
20890,2617,30 EAST AVE,Carya illinoinensis,Pecan,36,38,Fair,Park,Waller Beach at Town Lake Metro Park,3116274.529629999771714,10065003.578900000080466
20891,2618,30 EAST AVE,Taxodium distichum,Bald Cypress,26,34,Fair,Park,Waller Beach at Town Lake Metro Park,3116274.529629999771714,10064947.80210000090301
20892,2619,30 EAST AVE,Taxodium distichum,Bald Cypress,19,34,Fair,Park,Waller Beach at Town Lake Metro Park,3116172.537700000219047,10065037.044999999925494
20893,2620,30 EAST AVE,Taxodium distichum,Bald Cypress,28,38,Fair,Park,Waller Beach at Town Lake Metro Park,3116132.697230000048876,10065081.666600000113249
20894,2621,30 EAST AVE,Taxodium distichum,Bald Cypress,25,38,Fair,Park,Waller Beach at Town Lake Metro Park,3116068.95227999985218,10065140.630400000140071
20895,2622,30 EAST AVE,Quercus shumardii,Shumard Oak,24,28,Fair,Park,Waller Beach at Town Lake Metro Park,3116032.299139999784529,10065199.5945999994874
20896,2623,30 EAST AVE,Quercus virginiana,Southern Live Oak,19,28,Fair,Park,Waller Beach at Town Lake Metro Park,3115981.303179999813437,10065301.586100000888109
20897,2624,30 EAST AVE,Quercus virginiana,Southern Live Oak,20,28,Fair,Park,Waller Beach at Town Lake Metro Park,3115943.056210000067949,10065315.928999999538064
20898,2625,30 EAST AVE,Carya illinoinensis,Pecan,19,32,Fair,Park,Waller Beach at Town Lake Metro Park,3115896.004139999859035,10065382.503000000491738
20900,2626,30 EAST AVE,Taxodium distichum,Bald Cypress,20,35,Good,Park,Waller Beach at Town Lake Metro Park,3115892.046140000224113,10065306.100600000470877
20901,2627,30 EAST AVE,Quercus virginiana,Southern Live Oak,19,28,Good,Park,Waller Beach at Town Lake Metro Park,3115772.484040000010282,10065437.113099999725819
20902,2628,30 EAST AVE,Taxodium distichum,Bald Cypress,29,37,Good,Park,Waller Beach at Town Lake Metro Park,3115750.132710000034422,10065411.977299999445677
20903,2629,30 EAST AVE,Quercus shumardii,Shumard Oak,27,27,Fair,Park,Waller Beach at Town Lake Metro Park,3115751.787229999899864,10065521.713999999687076
20905,2631,30 EAST AVE,Quercus shumardii,Shumard Oak,23,35,Good,Park,Waller Beach at Town Lake Metro Park,3115730.981500000227243,10065481.777699999511242
20906,2632,30 EAST AVE,Quercus virginiana,Southern Live Oak,19,26,Good,Park,Waller Beach at Town Lake Metro Park,3115635.386549999937415,10065550.410499999299645
20907,2633,30 EAST AVE,Carya illinoinensis,Pecan,34,30,Good,Park,Waller Beach at Town Lake Metro Park,3115659.391420000232756,10065613.936200000345707
20909,2634,30 EAST AVE,Quercus virginiana,Southern Live Oak,24,25,Good,Park,Waller Beach at Town Lake Metro Park,3115719.152129999827594,10065613.936200000345707
20910,2635,30 EAST AVE,Quercus virginiana,Southern Live Oak,24,34,Good,Park,Waller Beach at Town Lake Metro Park,3116009.988160000182688,10065687.242900000885129
20911,2636,30 EAST AVE,Quercus virginiana,Southern Live Oak,19,28,Good,Park,Waller Beach at Town Lake Metro Park,3116043.454299999866635,10065728.677200000733137
20912,2637,30 EAST AVE,Quercus virginiana,Southern Live Oak,21,28,Good,Park,Waller Beach at Town Lake Metro Park,3116019.550150000024587,10065743.019600000232458
20913,2638,30 EAST AVE,Quercus virginiana,Southern Live Oak,21,28,Good,Park,Waller Beach at Town Lake Metro Park,3115984.490509999915957,10065762.939899999648333
20914,2639,30 EAST AVE,Quercus virginiana,Southern Live Oak,21,28,Good,Park,Waller Beach at Town Lake Metro Park,3115959.789109999779612,10065780.469699999317527
20918,2642,30 EAST AVE,Quercus virginiana,Southern Live Oak,23,34,Fair,Park,Waller Beach at Town Lake Metro Park,3115982.099770000204444,10065720.709000000730157
20919,2643,30 EAST AVE,Quercus virginiana,Southern Live Oak,21,28,Good,Park,Waller Beach at Town Lake Metro Park,3115644.252020000014454,10065660.151399999856949
20920,2644,30 EAST AVE,Ulmus americana,American Elm,29,32,Fair,Park,Waller Beach at Town Lake Metro Park,3115613.176289999857545,10065840.230699999257922
20921,2645,30 EAST AVE,Taxodium distichum,Bald Cypress,19,35,Good,Park,Waller Beach at Town Lake Metro Park,3115590.865639999974519,10065753.378200000151992
20922,2646,30 EAST AVE,Quercus shumardii,Shumard Oak,32,35,Fair,Park,Waller Beach at Town Lake Metro Park,3115559.78990999981761,10065789.2347999997437
20923,2647,30 EAST AVE,Quercus virginiana,Southern Live Oak,19,26,Good,Park,Waller Beach at Town Lake Metro Park,3115551.822079999838024,10065899.194499999284744
20924,2648,30 EAST AVE,Quercus virginiana,Southern Live Oak,34,32,Good,Park,Waller Beach at Town Lake Metro Park,3115429.113009999971837,10065883.258500000461936
20928,2649,30 EAST AVE,Carya illinoinensis,Pecan,23,37,Good,Park,Waller Beach at Town Lake Metro Park,3115567.359780000057071,10066096.803700000047684
20929,2650,30 EAST AVE,Carya illinoinensis,Pecan,24,38,Good,Park,Waller Beach at Town Lake Metro Park,3115549.033050000201911,10066197.201799999922514
20931,2651,38 RAINEY ST,Quercus virginiana,Southern Live Oak,7,20,Good,ROW,,3115378.153140000067651,10066344.250099999830127
20932,2652,38 RAINEY ST,Quercus virginiana,Southern Live Oak,8,20,Good,ROW,,3115393.132110000122339,10066392.537100000306964
20933,2653,38 RAINEY ST,Quercus virginiana,Southern Live Oak,7,20,Good,ROW,,3115400.563860000111163,10066417.59180000051856
20934,2654,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115431.204539999831468,10067125.885299999266863
20935,2655,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115444.027679999824613,10067122.208799999207258
20936,2656,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115461.099500000011176,10067116.447699999436736
20937,2657,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115472.546649999916553,10067113.081199999898672
20938,2658,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115485.78251999989152,10067109.117000000551343
20939,2659,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115497.831379999872297,10067105.348300000652671
20940,2660,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115509.292309999931604,10067101.184299999848008
20941,2661,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115519.650559999980032,10067098.99269999936223
20942,2662,614 RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115527.618720000144094,10067096.203999999910593
20943,2663,56 RAINEY ST,Carya illinoinensis,Pecan,20,50,Good,Private,,3115494.55906999995932,10066990.156899999827147
20944,2664,58 RAINEY ST,Carya illinoinensis,Pecan,19,40,Good,COA,,3115450.126089999917895,10067022.228700000792742
20945,2665,59 BIERCE ST,Carya illinoinensis,Pecan,24,40,Good,Private,,3115409.96474999981001,10067016.551599999889731
20946,2666,701 RIVER ST,Carya illinoinensis,Pecan,24,38,Fair,Private,,3115601.52309999987483,10066996.602399999275804
20947,2667,701 RIVER ST,Carya illinoinensis,Pecan,23,43,Fair,Private,,3115639.217250000219792,10066973.591000000014901
20949,2668,500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,20,19,Good,ROW,,3116667.541639999952167,10069715.660000000149012
20950,2669,500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,14,19,Good,ROW,,3116686.776829999871552,10069767.446599999442697
20951,2670,500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,11,19,Good,ROW,,3116696.951350000221282,10069805.115199999883771
20952,2671,500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,22,19,Good,ROW,,3116710.267930000089109,10069846.544600000604987
20953,2672,700 E 5TH ST,Ailanthus altissima,Tree of Heaven,14,26,Fair,ROW,,3116619.618180000223219,10069655.154899999499321
20954,2673,700 E 4TH ST,Carya illinoinensis,Pecan,25,37,Fair,ROW,,3116478.149949999991804,10069404.939200000837445
20957,2674,600 E CESAR CHAVEZ ST,Carya illinoinensis,Pecan,37,45,Poor,ROW,,3115782.727130000013858,10068419.51039999909699
20958,2675,96 RED RIVER ST,Carya illinoinensis,Pecan,32,40,Fair,Private,,3115486.802529999986291,10068219.761099999770522
20959,2676,96 RED RIVER ST,Carya illinoinensis,Pecan,35,45,Fair,Private,,3115548.946760000195354,10068336.651300000026822
20961,2677,96 RED RIVER ST,Ulmus americana,American Elm,24,36,Poor,Private,,3115396.827310000080615,10068281.595000000670552
20962,2678,600 DRISKILL ST,Ulmus americana,American Elm,25,32,Poor,ROW,,3115779.791120000183582,10068200.983899999409914
20963,2679,600 DRISKILL ST,Quercus fusiformis,Escarpment Live Oak,7,15,Good,ROW,,3115857.599359999876469,10068185.660800000652671
20964,2680,700 DRISKILL ST,Quercus fusiformis,Escarpment Live Oak,10,17,Good,ROW,,3115929.657290000002831,10068162.840299999341369
20965,2681,700 DRISKILL ST,Fraxinus texensis,Texas Ash,13,32,Excellent,ROW,,3115965.030569999944419,10068139.85080000013113
20966,2682,30 EAST AVE,Taxodium distichum,Bald Cypress,25,37,Good,Park,Waller Beach at Town Lake Metro Park,3115417.260340000037104,10065853.843900000676513
20967,2683,30 EAST AVE,Taxodium distichum,Bald Cypress,23,37,Good,Park,Waller Beach at Town Lake Metro Park,3115350.677139999810606,10065991.448899999260902
20968,2684,30 EAST AVE,Taxodium distichum,Bald Cypress,23,37,Good,Park,Waller Beach at Town Lake Metro Park,3115312.207080000080168,10066117.217100000008941
20969,2685,30 EAST AVE,Taxodium distichum,Bald Cypress,26,38,Good,Park,Waller Beach at Town Lake Metro Park,3115291.492219999898225,10066145.329500000923872
20970,2686,30 EAST AVE,Taxodium distichum,Bald Cypress,32,38,Good,Park,Waller Beach at Town Lake Metro Park,3115269.29803999979049,10066194.157199999317527
20981,2687,30 EAST AVE,Carya illinoinensis,Pecan,29,50,Good,Park,Waller Beach at Town Lake Metro Park,3115299.603099999949336,10066442.87390000000596
20982,2688,30 EAST AVE,Carya illinoinensis,Pecan,29,47,Good,Park,Waller Beach at Town Lake Metro Park,3115341.450459999963641,10066456.767899999395013
20983,2689,59 BIERCE ST,Carya illinoinensis,Pecan,44,37,Poor,Private,,3115264.119249999988824,10066530.031899999827147
20984,2690,91 RED RIVER ST,Carya illinoinensis,Pecan,28,65,Good,Private,,3115643.115540000144392,10068062.904400000348687
20985,2691,91 RED RIVER ST,Carya illinoinensis,Pecan,23,36,Fair,Private,,3115653.960659999866039,10068077.346699999645352
20989,2692,82 RAINEY ST,Carya illinoinensis,Pecan,31,50,Good,Private,,3115587.333169999998063,10067608.134400000795722
20990,2693,78 RAINEY ST,Carya illinoinensis,Pecan,25,42,Fair,Private,,3115559.133750000037253,10067526.976999999955297
20991,2694,76 RAINEY ST,Carya illinoinensis,Pecan,20,45,Poor,Private,,3115554.063550000078976,10067456.284900000318885
20992,2695,603 DAVIS ST,Carya illinoinensis,Pecan,38,60,Poor,Private,,3115498.490499999839813,10067559.634500000625849
20993,2696,86 RAINEY ST,Carya illinoinensis,Pecan,24,35,Fair,Private,,3115636.614560000132769,10067770.695699999108911
20994,2697,74 RAINEY ST,Ulmus americana,American Elm,22,40,Fair,Private,,3115582.270510000176728,10067404.322799999266863
20998,2698,76 RAINEY ST,Carya illinoinensis,Pecan,24,42,Fair,Private,,3115637.687719999812543,10067436.697000000625849
20999,2699,86 RAINEY ST,Ulmus americana,American Elm,38,38,Fair,Private,,3115703.302420000080019,10067754.58809999935329
21001,2700,60 RAINEY ST,Carya illinoinensis,Pecan,39,55,Good,ROW,,3115660.399290000088513,10067468.951899999752641
21002,2701,60 RAINEY ST,Quercus shumardii,Shumard Oak,11,35,Good,ROW,,3115677.754900000058115,10067523.979000000283122
21003,2702,60 RAINEY ST,Quercus shumardii,Shumard Oak,9,30,Good,ROW,,3115685.016369999852031,10067547.613800000399351
21004,2703,60 RAINEY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,20,Fair,ROW,,3115690.555399999953806,10067568.6554000005126
21007,2704,60 RAINEY ST,Quercus rubra,Red Oak,8,35,Good,ROW,,3115711.177079999819398,10067651.255699999630451
21008,2705,60 RAINEY ST,Quercus rubra,Red Oak,8,30,Fair,ROW,,3115718.310920000076294,10067672.46030000038445
21011,2706,609 DAVIS ST,Carya illinoinensis,Pecan,23,40,Fair,Private,,3115682.443539999891073,10067863.386099999770522
21013,2707,600 DAVIS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,10,Fair,ROW,,3115736.731819999869913,10067888.977299999445677
21014,2708,600 DAVIS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,18,Fair,ROW,,3115744.225569999776781,10067886.716099999845028
21015,2709,600 DAVIS ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3115750.559869999997318,10067884.371700000017881
21016,2710,90 RAINEY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,6,Poor,ROW,,3115800.112920000217855,10067920.137299999594688
21018,2711,700 E 6TH ST,Ulmus crassifolia,Cedar Elm,11,24,Fair,ROW,,3116713.861750000156462,10070003.445800000801682
21019,2712,700 E 6TH ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3116745.440099999774247,10070062.091099999845028
21020,2713,700 E 6TH ST,Ulmus crassifolia,Cedar Elm,13,23,Fair,ROW,,3116727.395190000068396,10070065.699999999254942
21021,2714,500 SABINE ST,Quercus virginiana,Southern Live Oak,18,27,Good,ROW,,3116448.477440000046045,10070091.618899999186397
21022,2715,700 E 6TH ST,Quercus virginiana,Southern Live Oak,18,27,Good,ROW,,3116470.258239999879152,10070085.549399999901652
21023,2716,700 E 6TH ST,Quercus virginiana,Southern Live Oak,19,27,Good,ROW,,3116493.716200000140816,10070077.428999999538064
21024,2717,700 E 6TH ST,Quercus virginiana,Southern Live Oak,20,27,Good,ROW,,3116516.272249999921769,10070066.60219999961555
21025,2718,700 E 6TH ST,Quercus virginiana,Southern Live Oak,25,27,Good,ROW,,3116471.160470000002533,10070130.661100000143051
21026,2719,700 E 6TH ST,Quercus virginiana,Southern Live Oak,24,30,Good,ROW,,3116504.543269999790937,10070119.834100000560284
21027,2720,700 E 6TH ST,Quercus virginiana,Southern Live Oak,24,30,Good,ROW,,3116528.903460000175983,10070110.811799999326468
21028,2721,700 E 6TH ST,Quercus virginiana,Southern Live Oak,23,28,Good,ROW,,3116579.428619999904186,10070102.691700000315905
21029,2722,700 E 6TH ST,Quercus virginiana,Southern Live Oak,19,28,Good,ROW,,3116606.49582999991253,10070096.37609999999404
21030,2723,700 E 6TH ST,Quercus virginiana,Southern Live Oak,15,26,Good,ROW,,3116577.624170000199229,10070045.850899999961257
21031,2724,700 E 6TH ST,Quercus virginiana,Southern Live Oak,17,26,Good,ROW,,3116602.886909999884665,10070042.242000000551343
21032,2725,700 E 6TH ST,Quercus virginiana,Southern Live Oak,22,28,Good,ROW,,3116620.931489999871701,10070035.02419999986887
21033,2726,700 E 6TH ST,Quercus virginiana,Southern Live Oak,15,18,Good,ROW,,3116652.509839999955148,10070082.842700000852346
